"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","18/163","298/9447",0.0604026845637584,3.5007617243793,5.81224401239032,3.56624524041402e-06,0.000902260045824747,0.000717002990441134,"CXCL5/EDA2R/CXCL3/CXCL1/FAS/TNFSF9/CXCL6/NGF/CXCL8/TNFRSF9/CXCL2/CCL2/GHR/CD70/IL34/CXCL10/TNFRSF10A/EBI3",18
"Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","10/163","100/9447",0.1,5.79570552147239,6.38802479445533,8.08360349497654e-06,0.00102257584211453,0.000812614877652904,"CXCL5/CXCL3/CXCL1/CXCL6/CXCL8/CXCL2/CCL2/IL34/CXCL10/TNFRSF10A",10
"Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","12/163","155/9447",0.0774193548387097,4.4869978230754,5.7998015232919,1.4300218712875e-05,0.00120598511145245,0.000958365534792672,"CDKN1A/E2F2/WNT8B/ADCY1/LEF1/CACNA1G/CAMK2A/WNT3A/CACNA1D/CRH/KCNK2/WNT4",12
"Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","9/163","95/9447",0.0947368421052632,5.49066838876332,5.82868716252873,3.59016720754397e-05,0.00227078075877156,0.00180453141221289,"CXCL5/CXCL3/CXCL1/CXCL6/CXCL8/CXCL2/FOSB/CCL2/CXCL10",9
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","13/163","204/9447",0.0637254901960784,3.69334175387947,5.15288295700595,4.96743522251249e-05,0.00251352222259132,0.00199743184736818,"CDKN1A/SDC1/MDM2/ANK1/FAS/MMP2/WNT8B/GPC3/ITGB3/CAMK2A/WNT3A/TWIST1/WNT4",13
"Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","8/163","95/9447",0.0842105263157895,4.88059412334517,5.03683799193986,0.000225103617419881,0.00949186920120499,0.00754294577670128,"CXCL5/CXCL3/CXCL1/CXCL6/CXCL8/CXCL2/CCL2/HLA-DOA",8
"Organismal Systems","Digestive system","hsa04971","Gastric acid secretion","7/163","76/9447",0.0921052631578947,5.33814982240878,5.0311652359607,0.000322141926469681,0.0108465720121676,0.00861949346504686,"CHRM3/ADCY1/CAMK2A/HRH2/KCNJ2/KCNK2/CALML4",7
"Organismal Systems","Endocrine system","hsa04916","Melanogenesis","8/163","101/9447",0.0792079207920792,4.59065783879001,4.80697681843819,0.000342974609080399,0.0108465720121676,0.00861949346504686,"KITLG/WNT8B/ADCY1/LEF1/CAMK2A/WNT3A/WNT4/CALML4",8
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","8/163","103/9447",0.0776699029126214,4.50151885162904,4.7343337795702,0.000391936502290072,0.0110177705643765,0.00875554057747413,"CXCL3/CXCL1/LAMA2/ADCY1/CXCL8/CXCL2/LAMA3/GNA14",8
"Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","13/163","254/9447",0.0511811023622047,2.96630597555674,4.20910281402407,0.000441221621905252,0.0111629070342029,0.00887087681935823,"GDNF/NGF/CHRM3/ADCY1/CACNA1G/CAMK2A/HRH2/ADRA1D/CACNA1E/SLC8A3/CACNA1D/GNA14/CALML4",13
"Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","5/163","41/9447",0.121951219512195,7.06793356277121,5.15917744382565,0.000652326271759329,0.0150035042504646,0.011922901235027,"CDKN1A/MDM2/E2F2/MMP2/CXCL8",5
"Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","8/163","119/9447",0.0672268907563025,3.89627261947724,4.21278075213019,0.00102472009253484,0.0216045152842761,0.0171685559363293,"CXCL5/CXCL3/CXCL1/FAS/CXCL6/CXCL2/CCL2/CXCL10",8
"Human Diseases","Endocrine and metabolic disease","hsa04930","Type II diabetes mellitus","5/163","47/9447",0.106382978723404,6.16564417177914,4.70391749961697,0.00122870856177308,0.0239125589329685,0.0190026992144663,"CACNA1G/CACNA1E/CACNA1D/SOCS1/HKDC1",5
"Cellular Processes","Cell growth and death","hsa04110","Cell cycle","9/163","158/9447",0.0569620253164557,3.30135124640832,3.86524633813062,0.00162755691230948,0.0294122784867357,0.0233731857331663,"MCM4/CDKN1A/CDC6/MDM2/MCM2/E2F2/CDC45/TICRR/PKMYT1",9
"Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","6/163","75/9447",0.08,4.63656441717791,4.18944008359276,0.00181463567076565,0.0306068549802473,0.0243224851309641,"CDKN1A/MDM2/FAS/PIDD1/PMAIP1/TNFRSF10A",6
