"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","leadingGeneSymbols"
"GO:0140236","translation at presynapse",45,-0.791905260780236,-3.94104924157457,1e-10,6.56010749427524e-09,4.62086798113585e-09,1382,"tags=93%, list=17%, signal=78%","67671/54217/19944/267019/19942/27176/26961/19988/22186/19941/20088/19943/27207/67891/19896/22121/268449/19951/66480/319195/67115/19934/20005/54127/67281/20103/57294/269261/19982/65019/100503670/68436/270106/20042/110954/19981/26451/19989/57808/20055/78294/20044","Rpl38/Rpl36/Rpl29/Rps15a/Rpl27/Rpl7a/Rpl8/Rpl6/Uba52/Rpl26/Rps24/Rpl28/Rps11/Rpl4/Rpl10a/Rpl13a/Rpl23a/Rpl32/Rpl15/Rpl17/Rpl14/Rpl22/Rpl9/Rps28/Rpl37/Rps5/Rps27/Rpl12/Rpl36a/Rpl23/Rpl5/Rpl34/Rpl13/Rps12/Rpl10/Rpl37a/Rpl27a/Rpl7/Rpl35a/Rps16/Rps27a/Rps14"
"GO:0140241","translation at synapse",45,-0.791905260780236,-3.94104924157457,1e-10,6.56010749427524e-09,4.62086798113585e-09,1382,"tags=93%, list=17%, signal=78%","67671/54217/19944/267019/19942/27176/26961/19988/22186/19941/20088/19943/27207/67891/19896/22121/268449/19951/66480/319195/67115/19934/20005/54127/67281/20103/57294/269261/19982/65019/100503670/68436/270106/20042/110954/19981/26451/19989/57808/20055/78294/20044","Rpl38/Rpl36/Rpl29/Rps15a/Rpl27/Rpl7a/Rpl8/Rpl6/Uba52/Rpl26/Rps24/Rpl28/Rps11/Rpl4/Rpl10a/Rpl13a/Rpl23a/Rpl32/Rpl15/Rpl17/Rpl14/Rpl22/Rpl9/Rps28/Rpl37/Rps5/Rps27/Rpl12/Rpl36a/Rpl23/Rpl5/Rpl34/Rpl13/Rps12/Rpl10/Rpl37a/Rpl27a/Rpl7/Rpl35a/Rps16/Rps27a/Rps14"
"GO:0140242","translation at postsynapse",45,-0.791905260780236,-3.94104924157457,1e-10,6.56010749427524e-09,4.62086798113585e-09,1382,"tags=93%, list=17%, signal=78%","67671/54217/19944/267019/19942/27176/26961/19988/22186/19941/20088/19943/27207/67891/19896/22121/268449/19951/66480/319195/67115/19934/20005/54127/67281/20103/57294/269261/19982/65019/100503670/68436/270106/20042/110954/19981/26451/19989/57808/20055/78294/20044","Rpl38/Rpl36/Rpl29/Rps15a/Rpl27/Rpl7a/Rpl8/Rpl6/Uba52/Rpl26/Rps24/Rpl28/Rps11/Rpl4/Rpl10a/Rpl13a/Rpl23a/Rpl32/Rpl15/Rpl17/Rpl14/Rpl22/Rpl9/Rps28/Rpl37/Rps5/Rps27/Rpl12/Rpl36a/Rpl23/Rpl5/Rpl34/Rpl13/Rps12/Rpl10/Rpl37a/Rpl27a/Rpl7/Rpl35a/Rps16/Rps27a/Rps14"
"GO:0002181","cytoplasmic translation",136,-0.593250566365574,-3.72924199523818,1e-10,6.56010749427524e-09,4.62086798113585e-09,1420,"tags=62%, list=17%, signal=53%","19921/53356/67671/68135/54217/67204/19944/267019/19942/27176/68052/26961/73830/19988/432502/13681/12785/20054/68995/76846/22186/19941/20088/19943/27207/67891/19896/67025/13685/20091/22121/268449/114641/67945/54709/19951/20104/66480/319195/19933/67115/16341/19934/20005/11837/54127/20115/67281/67248/16785/67427/27050/20103/105244208/269261/20068/19982/20085/98221/65019/100503670/68436/19899/270106/20102/20084/20042/19981/26451/66481/56040/19989/20116/57808/20055/75617/19946/27367/78294/621697/20044/76808/20090/66475/68028","Rpl19/Eif3g/Rpl38/Eif3h/Rpl36/Eif2s2/Rpl29/Rps15a/Rpl27/Rpl7a/Rps13/Rpl8/Eif3k/Rpl6/Rpl6l/Eif4a1/Cnbp/Rps15/Mcts1/Rps9/Uba52/Rpl26/Rps24/Rpl28/Rps11/Rpl4/Rpl10a/Rpl11/Eif4ebp1/Rps3a1/Rpl13a/Rpl23a/Rpl31/Rpl41/Eif3i/Rpl32/Rps6/Rpl15/Rpl17/Rpl21/Rpl14/Eif3e/Rpl22/Rpl9/Rplp0/Rps28/Rps7/Rpl37/Rpl39/Rpsa/Rps20/Rps3/Rps5/Rps6-ps4/Rpl12/Rps17/Rpl36a/Rps19/Eif3m/Rpl23/Rpl5/Rpl34/Rpl18/Rpl13/Rps4x/Rps18/Rps12/Rpl37a/Rpl27a/Rps21/Rplp1/Rpl7/Rps8/Rpl35a/Rps16/Rps25/Rpl30/Rpl3/Rps27a/Rpl32l/Rps14/Rpl18a/Rps29/Rps23/Rpl22l1"
"GO:0042254","ribosome biogenesis",215,-0.480595455700039,-3.20013670356324,1e-10,6.56010749427524e-09,4.62086798113585e-09,3156,"tags=73%, list=38%, signal=46%","71989/231452/97112/66282/57837/103573/14113/227656/217109/13205/209011/227715/52521/195434/67832/94254/69821/105372/76894/12261/74112/50911/30946/66580/67134/16418/68077/353258/67941/68979/68083/64934/27966/74097/68845/69072/66467/78394/69237/68017/14300/59028/66596/67205/67222/225215/99480/208366/71340/66229/52705/224481/73674/70285/66583/269470/65961/50529/245474/66249/66138/72554/66942/67755/66489/20826/66254/103136/223499/19069/67239/67276/67236/229317/66161/67671/207704/67973/78651/227522/67674/67936/13664/66362/267019/19942/78581/27176/70078/71151/68052/19384/448850/20054/67223/76846/19941/20088/27207/66164/54364/72198/67025/22596/66446/52530/20091/28126/69902/100043813/20104/18148/102216272/75593/67115/67619/11837/54127/20115/17089/102462/16785/68731/20103/105244208/57294/68966/14791/68533/66181/20068/20085/14109/100503670/75422/20102/69962/20042/73736/66481/69639/19989/215201/20116/18150/57808/20055/75617/12578/59050/57316/78294/117109/20044/17725/66475","Rpusd4/Sdad1/Nmd3/Tma16/Eral1/Xpo1/Fbl/Rexo4/Utp18/Ddx3x/Sirt7/Exosc2/Zfp622/Utp14b/Brix1/Rcc1l/Mterf4/Utp15/Mettl15/C1qbp/Usp16/Exosc9/Abt1/Esf1/Nop56/Eif6/Nop53/Ltv1/Rps27l/Nol11/Pak1ip1/Pes1/Rrp9/Pop7/Pih1d1/Ebna1bp2/Gtf2h5/Ddx52/Gtpbp4/Mrm2/Frg1/Rcl1/Gtf3a/Utp11/Srfbp1/Rsl24d1/Dnttip2/Rpp40/Riok1/Rpl7l1/Krr1/Tfb1m/Wdr75/Rpf1/Exosc1/Wdr3/Utp3/Mrps7/Dkc1/Pno1/Bud23/Utp14a/Ddx18/Ddx47/Rpl35/Snu13/Dimt1/Pwp1/Dcaf13/Nup88/Rpf2/Eri1/Cinp/Eif2a/Pop4/Rpl38/Gtpbp10/Mphosph10/Lsm6/Rpp38/Trmt112/Wdr55/Eif1a/Exosc3/Rps15a/Rpl27/Utp23/Rpl7a/Nol7/Eri2/Rps13/Ran/Znhit3/Rps15/Rrp15/Rps9/Rpl26/Rps24/Rps11/Nip7/Rpp30/Mtrex/Rpl11/Xrcc5/Exosc7/Nhp2/Rps3a1/Nop16/Mrto4/Rps27rt/Rps6/Npm1/Ak6/Malsu1/Rpl14/Nob1/Rplp0/Rps28/Rps7/Lyar/Imp3/Rpsa/Rbfa/Rps5/Rps6-ps4/Rps27/Ngdn/Emg1/Mphosph6/Nop10/Rps17/Rps19/Fau/Rpl5/Mettl5/Rps4x/Mettl18/Rps12/Fcf1/Rps21/Exosc8/Rpl7/Trmt2b/Rps8/Npm3/Rpl35a/Rps16/Rps25/Cdkn2a/Nsa2/C1d/Rps27a/Pop5/Rps14/mt-Rnr2/Rps23"
"GO:0051607","defense response to virus",156,0.740752711935715,3.15002538088502,1e-10,6.56010749427524e-09,4.62086798113585e-09,454,"tags=31%, list=6%, signal=30%","246730/15957/23962/15959/58203/667370/20128/231655/246728/15945/100038882/234311/71586/58185/94094/54123/112419/67775/276950/209387/23961/54396/14469/17858/76681/80861/16145/434341/24110/319236/17472/15958/69550/229900/15944/80285/14190/66141/20846/209200/229898/98999/94089/20847/18854/56417/20821/78781","Oas1a/Ifit1/Oasl2/Ifit3/Zbp1/Ifit3b/Trim30a/Oasl1/Oas2/Cxcl10/Isg15/Ddx60/Ifih1/Rsad2/Trim34a/Irf7/Ifit1bl2/Rtp4/Slfn8/Trim30d/Oas1b/Irgm2/Gbp2/Mx2/Trim12a/Dhx58/Igtp/Nlrc5/Usp18/Trim12c/Gbp4/Ifit2/Bst2/Gbp7/Irgm1/Parp9/Fgl2/Ifitm3/Stat1/Dtx3l/Gbp5/Znfx1/Trim7/Stat2/Pml/Adar/Trim21/Zc3hav1"
"GO:0042274","ribosomal small subunit biogenesis",87,-0.54080389243278,-3.10556677631094,1e-10,6.56010749427524e-09,4.62086798113585e-09,1990,"tags=62%, list=24%, signal=48%","67205/67222/99480/208366/71340/52705/73674/269470/65961/50529/66249/20826/66254/223499/67973/78651/67674/267019/78581/70078/68052/20054/76846/20088/27207/22596/20091/100043813/20104/18148/102216272/67619/54127/20115/102462/16785/20103/105244208/57294/68966/14791/20068/20085/14109/20102/20042/73736/66481/20116/20055/75617/78294/20044/66475","Utp11/Srfbp1/Dnttip2/Rpp40/Riok1/Krr1/Wdr75/Wdr3/Utp3/Mrps7/Pno1/Snu13/Dimt1/Dcaf13/Mphosph10/Lsm6/Trmt112/Rps15a/Utp23/Nol7/Rps13/Rps15/Rps9/Rps24/Rps11/Xrcc5/Rps3a1/Rps27rt/Rps6/Npm1/Ak6/Nob1/Rps28/Rps7/Imp3/Rpsa/Rps5/Rps6-ps4/Rps27/Ngdn/Emg1/Rps17/Rps19/Fau/Rps4x/Rps12/Fcf1/Rps21/Rps8/Rps16/Rps25/Rps27a/Rps14/Rps23"
"GO:0006364","rRNA processing",152,-0.491176236226109,-3.10405336945786,1e-10,6.56010749427524e-09,4.62086798113585e-09,2523,"tags=64%, list=31%, signal=45%","68979/68083/64934/27966/74097/68845/69072/66467/78394/69237/68017/14300/59028/67205/67222/208366/71340/66229/52705/224481/73674/70285/66583/269470/65961/245474/66138/72554/66942/67755/66489/20826/66254/103136/223499/67239/67276/66161/67973/78651/227522/67674/67936/66362/19942/78581/27176/70078/71151/448850/20054/67223/19941/20088/54364/72198/67025/66446/52530/69902/100043813/20104/18148/102216272/67115/67619/54127/20115/17089/102462/68731/105244208/57294/68966/14791/68533/66181/20068/20085/100503670/75422/69962/73736/66481/69639/19989/215201/20116/18150/57808/20055/75617/12578/59050/57316/117109/20044","Nol11/Pak1ip1/Pes1/Rrp9/Pop7/Pih1d1/Ebna1bp2/Gtf2h5/Ddx52/Gtpbp4/Mrm2/Frg1/Rcl1/Utp11/Srfbp1/Rpp40/Riok1/Rpl7l1/Krr1/Tfb1m/Wdr75/Rpf1/Exosc1/Wdr3/Utp3/Dkc1/Bud23/Utp14a/Ddx18/Ddx47/Rpl35/Snu13/Dimt1/Pwp1/Dcaf13/Rpf2/Eri1/Pop4/Mphosph10/Lsm6/Rpp38/Trmt112/Wdr55/Exosc3/Rpl27/Utp23/Rpl7a/Nol7/Eri2/Znhit3/Rps15/Rrp15/Rpl26/Rps24/Rpp30/Mtrex/Rpl11/Exosc7/Nhp2/Mrto4/Rps27rt/Rps6/Npm1/Ak6/Rpl14/Nob1/Rps28/Rps7/Lyar/Imp3/Rbfa/Rps6-ps4/Rps27/Ngdn/Emg1/Mphosph6/Nop10/Rps17/Rps19/Rpl5/Mettl5/Mettl18/Fcf1/Rps21/Exosc8/Rpl7/Trmt2b/Rps8/Npm3/Rpl35a/Rps16/Rps25/Cdkn2a/Nsa2/C1d/Pop5/Rps14"
"GO:0009615","response to virus",192,0.712716580150785,3.09772178357814,1e-10,6.56010749427524e-09,4.62086798113585e-09,454,"tags=28%, list=6%, signal=27%","246730/15957/23962/15959/58203/667370/20128/231655/246728/15945/100038882/234311/71586/58185/94094/54123/112419/67775/276950/209387/16859/23961/17857/54396/14469/76933/17858/76681/80861/16145/434341/24110/319236/17472/15958/69550/229900/15944/21803/80285/14190/66141/20846/209200/229898/98999/12759/94089/20847/18854/56417/20821/78781","Oas1a/Ifit1/Oasl2/Ifit3/Zbp1/Ifit3b/Trim30a/Oasl1/Oas2/Cxcl10/Isg15/Ddx60/Ifih1/Rsad2/Trim34a/Irf7/Ifit1bl2/Rtp4/Slfn8/Trim30d/Lgals9/Oas1b/Mx1/Irgm2/Gbp2/Ifi27l2a/Mx2/Trim12a/Dhx58/Igtp/Nlrc5/Usp18/Trim12c/Gbp4/Ifit2/Bst2/Gbp7/Irgm1/Tgfb1/Parp9/Fgl2/Ifitm3/Stat1/Dtx3l/Gbp5/Znfx1/Clu/Trim7/Stat2/Pml/Adar/Trim21/Zc3hav1"
"GO:0032543","mitochondrial translation",99,-0.515645502662599,-3.00747609155181,1e-10,6.56010749427524e-09,4.62086798113585e-09,3887,"tags=96%, list=47%, signal=51%","66084/66163/59054/121022/60441/75619/27397/108037/67212/83485/76784/69163/109093/77721/94061/66493/320806/66407/94062/71989/66047/66973/99045/64655/67994/94254/232536/79044/12261/76366/78523/384281/75398/27398/24030/94063/52575/68735/18100/68537/68611/218506/216767/66077/94065/67707/28028/27393/102060/56282/67308/66971/64656/66399/27395/108853/228019/65111/107733/66258/353242/69527/50529/66292/226539/74600/66845/94064/57312/67270/64659/68572/67036/66419/66223/56284/19935/94066/68836/211253/76563/14548/64657/67840/212508/66230/52469/67267/75593/68463/107734/64660/67681/66242/66121","Rmnd1/Mrpl4/Mrps30/Mrps6/Mrpl38/Fastkd2/Mrpl17/Shmt2/Mrpl55/Ngrn/Mtif2/Mrpl44/Rars2/Mrps5/Mrpl1/Mrpl51/Gfm2/Mrps15/Mrpl3/Rpusd4/Mrpl54/Mrps18b/Mrps26/Mrps22/Mrps11/Rcc1l/Mrps35/Mrps34/C1qbp/Mtif3/Mrpl9/Gatc/Mrpl32/Mrpl2/Mrps12/Mrpl16/Trmt10c/Mrps18c/Mrpl40/Mrpl13/Mrpl28/Mrps27/Mrpl22/Aurkaip1/Mrpl34/Mrpl24/Mrpl50/Mrpl39/Gadd45gip1/Mrpl12/Mrpl46/Cdk5rap1/Mrps23/Tsfm/Mrpl15/Mtrf1l/Mettl8/Dap3/Mrpl41/Mrps17/Mrpl21/Mrps9/Mrps7/Mrps21/Dars2/Mrpl47/Mrpl33/Mrpl27/Mrps31/Mrpl42/Mrps14/Mrpl58/Mrpl45/Mrpl11/Mrpl35/Mrpl19/Mrpl23/Mrpl36/Mrpl52/Mtrf1/Qrsl1/Mrps33/Mrps10/Mrpl57/Mtg1/Mrps28/Coa3/Uqcc2/Malsu1/Mrpl14/Mrpl30/Mrps24/Mrpl18/Mrps16/Chchd1"
